Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_encoded,Item_encoded
Guinea,Yams,2008,91167,1651,424.9,27.61,37,7
Guinea,Cassava,2009,84899,1651,449.26,27.37,37,0
Guinea,Maize,2009,16318,1651,449.26,27.37,37,1
Guinea,Potatoes,2009,89880,1651,449.26,27.37,37,2
Guinea,Sorghum,2009,9602,1651,449.26,27.37,37,3
Guinea,Sweet potatoes,2009,32878,1651,449.26,27.37,37,5
Guinea,Yams,2009,133141,1651,449.26,27.37,37,7
Guinea,Cassava,2010,84900,1651,556.24,27.8,37,0
Guinea,Maize,2010,16313,1651,556.24,27.8,37,1
Guinea,Potatoes,2010,59840,1651,556.24,27.8,37,2
Guinea,Sorghum,2010,9799,1651,556.24,27.8,37,3
Guinea,Sweet potatoes,2010,31033,1651,556.24,27.8,37,5
Guinea,Yams,2010,109240,1651,556.24,27.8,37,7
Guinea,Cassava,2011,84900,1651,663.23,27.51,37,0
Guinea,Maize,2011,16584,1651,663.23,27.51,37,1
Guinea,Potatoes,2011,56960,1651,663.23,27.51,37,2
Guinea,Sorghum,2011,9730,1651,663.23,27.51,37,3
Guinea,Sweet potatoes,2011,34726,1651,663.23,27.51,37,5
Guinea,Yams,2011,111221,1651,663.23,27.51,37,7
Guinea,Cassava,2012,69200,1651,770.21,27.28,37,0
Guinea,Maize,2012,12200,1651,770.21,27.28,37,1
Guinea,Potatoes,2012,68229,1651,770.21,27.28,37,2
Guinea,Sorghum,2012,9661,1651,770.21,27.28,37,3
Guinea,Sweet potatoes,2012,34799,1651,770.21,27.28,37,5
Guinea,Yams,2012,111594,1651,770.21,27.28,37,7
Guinea,Cassava,2013,69000,1651,877.19,27.29,37,0
Guinea,Maize,2013,12500,1651,877.19,27.29,37,1
Guinea,Potatoes,2013,75236,1651,877.19,27.29,37,2
Guinea,Sorghum,2013,9592,1651,877.19,27.29,37,3
Guinea,Sweet potatoes,2013,34607,1651,877.19,27.29,37,5
Guinea,Yams,2013,113722,1651,877.19,27.29,37,7
Guyana,Cassava,1990,109000,2387,289.9,27.07,38,0
Guyana,Maize,1990,15666,2387,289.9,27.07,38,1
Guyana,Cassava,1991,121538,2387,289.9,26.95,38,0
Guyana,Maize,1991,13555,2387,289.9,26.95,38,1
Guyana,Cassava,1992,123200,2387,289.9,27.13,38,0
Guyana,Maize,1992,12075,2387,289.9,27.13,38,1
Guyana,Cassava,1993,117265,2387,289.9,26.95,38,0
Guyana,Maize,1993,12069,2387,289.9,26.95,38,1
Guyana,Cassava,1994,119184,2387,289.9,27.12,38,0
Guyana,Maize,1994,11786,2387,289.9,27.12,38,1
Guyana,Cassava,1995,125357,2387,289.9,27.57,38,0
Guyana,Maize,1995,13177,2387,289.9,27.57,38,1
Guyana,Cassava,1996,115715,2387,289.9,27.11,38,0
Guyana,Maize,1996,11481,2387,289.9,27.11,38,1
Guyana,Cassava,1997,113421,2387,289.9,27.25,38,0
Guyana,Maize,1997,30385,2387,289.9,27.25,38,1
Guyana,Sweet potatoes,1997,16667,2387,289.9,27.25,38,5
Guyana,Yams,1997,96154,2387,289.9,27.25,38,7
Guyana,Cassava,1998,99615,2387,289.9,27.71,38,0
Guyana,Maize,1998,15707,2387,289.9,27.71,38,1
Guyana,Sweet potatoes,1998,19019,2387,289.9,27.71,38,5
Guyana,Yams,1998,83772,2387,289.9,27.71,38,7
Guyana,Cassava,1999,110516,2387,289.9,27.16,38,0
Guyana,Maize,1999,15005,2387,289.9,27.16,38,1
Guyana,Sweet potatoes,1999,19932,2387,289.9,27.16,38,5
Guyana,Yams,1999,93333,2387,289.9,27.16,38,7
Guyana,Cassava,2000,112135,2387,289.9,27.05,38,0
Guyana,Maize,2000,12352,2387,289.9,27.05,38,1
Guyana,Sweet potatoes,2000,20224,2387,289.9,27.05,38,5
Guyana,Yams,2000,95100,2387,289.9,27.05,38,7
Guyana,Cassava,2001,111273,2387,289.9,27.27,38,0
Guyana,Maize,2001,12644,2387,289.9,27.27,38,1
Guyana,Sweet potatoes,2001,16346,2387,289.9,27.27,38,5
Guyana,Yams,2001,95512,2387,289.9,27.27,38,7
Guyana,Cassava,2002,108378,2387,289.9,27.17,38,0
Guyana,Maize,2002,14207,2387,289.9,27.17,38,1
Guyana,Sweet potatoes,2002,16667,2387,289.9,27.17,38,5
Guyana,Yams,2002,96154,2387,289.9,27.17,38,7
Guyana,Cassava,2004,109834,2387,289.9,27.45,38,0
Guyana,Maize,2004,12500,2387,289.9,27.45,38,1
Guyana,Sweet potatoes,2004,60125,2387,289.9,27.45,38,5
Guyana,Yams,2004,94444,2387,289.9,27.45,38,7
Guyana,Cassava,2005,108378,2387,270.78,27.71,38,0
Guyana,Maize,2005,12500,2387,270.78,27.71,38,1
Guyana,Sweet potatoes,2005,92975,2387,270.78,27.71,38,5
Guyana,Yams,2005,93750,2387,270.78,27.71,38,7
Guyana,Cassava,2006,110214,2387,343.12,27.49,38,0
Guyana,Maize,2006,10000,2387,343.12,27.49,38,1
Guyana,Sweet potatoes,2006,137770,2387,343.12,27.49,38,5
Guyana,Yams,2006,92857,2387,343.12,27.49,38,7
Guyana,Cassava,2007,109103,2387,246.5,27.3,38,0
Guyana,Maize,2007,17174,2387,246.5,27.3,38,1
Guyana,Sweet potatoes,2007,177561,2387,246.5,27.3,38,5
Guyana,Yams,2007,96154,2387,246.5,27.3,38,7
Guyana,Cassava,2008,103175,2387,234.27,27.31,38,0
Guyana,Maize,2008,13333,2387,234.27,27.31,38,1
Guyana,Sweet potatoes,2008,214445,2387,234.27,27.31,38,5
Guyana,Yams,2008,123377,2387,234.27,27.31,38,7
Guyana,Cassava,2009,109231,2387,264.47,27.67,38,0
Guyana,Maize,2009,13476,2387,264.47,27.67,38,1
Guyana,Sweet potatoes,2009,329827,2387,264.47,27.67,38,5
Guyana,Yams,2009,122139,2387,264.47,27.67,38,7
Guyana,Cassava,2010,106800,2387,211.83,27.87,38,0
Guyana,Maize,2010,13773,2387,211.83,27.87,38,1
Guyana,Sweet potatoes,2010,321208,2387,211.83,27.87,38,5
Guyana,Yams,2010,123760,2387,211.83,27.87,38,7
Guyana,Cassava,2011,95857,2387,400.76,27.43,38,0
Guyana,Maize,2011,13868,2387,400.76,27.43,38,1
Guyana,Sweet potatoes,2011,314369,2387,400.76,27.43,38,5
Guyana,Yams,2011,57333,2387,400.76,27.43,38,7
Guyana,Cassava,2012,110944,2387,427.73,27.42,38,0
Guyana,Maize,2012,13854,2387,427.73,27.42,38,1
Guyana,Sweet potatoes,2012,293877,2387,427.73,27.42,38,5
Guyana,Yams,2012,58600,2387,427.73,27.42,38,7
Guyana,Cassava,2013,109286,2387,358.72,27.3,38,0
Guyana,Maize,2013,13841,2387,358.72,27.3,38,1
Guyana,Sweet potatoes,2013,254655,2387,358.72,27.3,38,5
Guyana,Yams,2013,55067,2387,358.72,27.3,38,7
Haiti,Cassava,1990,40244,1440,17.14,27.11,39,0
Haiti,Maize,1990,7951,1440,17.14,27.11,39,1
Haiti,Potatoes,1990,109308,1440,17.14,27.11,39,2
Haiti,Sorghum,1990,8000,1440,17.14,27.11,39,3
Haiti,Sweet potatoes,1990,34921,1440,17.14,27.11,39,5
Haiti,Yams,1990,50000,1440,17.14,27.11,39,7
Haiti,Cassava,1991,39881,1440,18.86,27.01,39,0
Haiti,Maize,1991,8085,1440,18.86,27.01,39,1
Haiti,Potatoes,1991,142771,1440,18.86,27.01,39,2
Haiti,Sorghum,1991,8182,1440,18.86,27.01,39,3
Haiti,Sweet potatoes,1991,30303,1440,18.86,27.01,39,5
Haiti,Yams,1991,52778,1440,18.86,27.01,39,7
Haiti,Cassava,1992,40326,1440,11.52,26.81,39,0
Haiti,Maize,1992,7948,1440,11.52,26.81,39,1
Haiti,Potatoes,1992,145455,1440,11.52,26.81,39,2
Haiti,Sorghum,1992,8333,1440,11.52,26.81,39,3
Haiti,Sweet potatoes,1992,31030,1440,11.52,26.81,39,5
Haiti,Yams,1992,54895,1440,11.52,26.81,39,7
Haiti,Cassava,1993,40244,1440,6.96,26.78,39,0
Haiti,Maize,1993,8077,1440,6.96,26.78,39,1
Haiti,Potatoes,1993,150000,1440,6.96,26.78,39,2
Haiti,Sorghum,1993,7829,1440,6.96,26.78,39,3
Haiti,Sweet potatoes,1993,31148,1440,6.96,26.78,39,5
Haiti,Yams,1993,55556,1440,6.96,26.78,39,7
Haiti,Cassava,1994,37500,1440,8.58,27.28,39,0
Haiti,Maize,1994,8014,1440,8.58,27.28,39,1
Haiti,Potatoes,1994,146259,1440,8.58,27.28,39,2
Haiti,Sorghum,1994,7500,1440,8.58,27.28,39,3
Haiti,Sweet potatoes,1994,30833,1440,8.58,27.28,39,5
Haiti,Yams,1994,50000,1440,8.58,27.28,39,7
Haiti,Cassava,1995,39234,1440,12.32,27.3,39,0
Haiti,Maize,1995,8000,1440,12.32,27.3,39,1
Haiti,Potatoes,1995,143353,1440,12.32,27.3,39,2
Haiti,Sorghum,1995,7660,1440,12.32,27.3,39,3
Haiti,Sweet potatoes,1995,30536,1440,12.32,27.3,39,5
Haiti,Yams,1995,50000,1440,12.32,27.3,39,7
Haiti,Cassava,1996,40000,1440,14.44,26.85,39,0
Haiti,Maize,1996,7940,1440,14.44,26.85,39,1
Haiti,Potatoes,1996,140000,1440,14.44,26.85,39,2
Haiti,Sorghum,1996,7469,1440,14.44,26.85,39,3
Haiti,Sweet potatoes,1996,30000,1440,14.44,26.85,39,5
Haiti,Yams,1996,50000,1440,14.44,26.85,39,7
Haiti,Cassava,1997,41332,1440,16.35,27.74,39,0
Haiti,Maize,1997,7986,1440,16.35,27.74,39,1
Haiti,Potatoes,1997,133760,1440,16.35,27.74,39,2
Haiti,Sorghum,1997,7692,1440,16.35,27.74,39,3
Haiti,Sweet potatoes,1997,30189,1440,16.35,27.74,39,5
Haiti,Yams,1997,50000,1440,16.35,27.74,39,7
Haiti,Cassava,1998,43000,1440,23.78,27.57,39,0
Haiti,Maize,1998,7900,1440,23.78,27.57,39,1
Haiti,Potatoes,1998,127059,1440,23.78,27.57,39,2
Haiti,Sorghum,1998,7400,1440,23.78,27.57,39,3
Haiti,Sweet potatoes,1998,29609,1440,23.78,27.57,39,5
Haiti,Yams,1998,54802,1440,23.78,27.57,39,7
Haiti,Cassava,1999,43333,1440,26.32,27.01,39,0
Haiti,Maize,1999,8333,1440,26.32,27.01,39,1
Haiti,Potatoes,1999,122222,1440,26.32,27.01,39,2
Haiti,Sorghum,1999,7692,1440,26.32,27.01,39,3
Haiti,Sweet potatoes,1999,29655,1440,26.32,27.01,39,5
Haiti,Yams,1999,54167,1440,26.32,27.01,39,7
Haiti,Cassava,2000,43300,1440,27.85,26.76,39,0
Haiti,Maize,2000,7500,1440,27.85,26.76,39,1
Haiti,Potatoes,2000,120000,1440,27.85,26.76,39,2
Haiti,Sorghum,2000,7000,1440,27.85,26.76,39,3
Haiti,Sweet potatoes,2000,30000,1440,27.85,26.76,39,5
Haiti,Yams,2000,54201,1440,27.85,26.76,39,7
Haiti,Cassava,2001,44613,1440,27.85,27.21,39,0
Haiti,Maize,2001,6923,1440,27.85,27.21,39,1
Haiti,Potatoes,2001,129412,1440,27.85,27.21,39,2
Haiti,Sorghum,2001,6250,1440,27.85,27.21,39,3
Haiti,Sweet potatoes,2001,30261,1440,27.85,27.21,39,5
Haiti,Yams,2001,56286,1440,27.85,27.21,39,7
Haiti,Cassava,2002,44000,1440,27.85,27.42,39,0
Haiti,Maize,2002,7475,1440,27.85,27.42,39,1
Haiti,Potatoes,2002,127500,1440,27.85,27.42,39,2
Haiti,Sorghum,2002,7791,1440,27.85,27.42,39,3
Haiti,Sweet potatoes,2002,30172,1440,27.85,27.42,39,5
Haiti,Yams,2002,56677,1440,27.85,27.42,39,7
Haiti,Cassava,2004,44737,1440,27.85,27.37,39,0
Haiti,Maize,2004,7615,1440,27.85,27.37,39,1
Haiti,Potatoes,2004,127778,1440,27.85,27.37,39,2
Haiti,Sorghum,2004,8261,1440,27.85,27.37,39,3
Haiti,Sweet potatoes,2004,33138,1440,27.85,27.37,39,5
Haiti,Yams,2004,54972,1440,27.85,27.37,39,7
Haiti,Cassava,2005,43956,1440,27.85,27.35,39,0
Haiti,Maize,2005,7802,1440,27.85,27.35,39,1
Haiti,Potatoes,2005,130000,1440,27.85,27.35,39,2
Haiti,Sorghum,2005,8696,1440,27.85,27.35,39,3
Haiti,Sweet potatoes,2005,30030,1440,27.85,27.35,39,5
Haiti,Yams,2005,55000,1440,27.85,27.35,39,7
Haiti,Cassava,2006,44050,1440,27.85,27.41,39,0
Haiti,Maize,2006,7795,1440,27.85,27.41,39,1
Haiti,Potatoes,2006,130461,1440,27.85,27.41,39,2
Haiti,Sorghum,2006,8696,1440,27.85,27.41,39,3
Haiti,Sweet potatoes,2006,34771,1440,27.85,27.41,39,5
Haiti,Yams,2006,59803,1440,27.85,27.41,39,7
Haiti,Cassava,2007,44118,1440,27.85,27.47,39,0
Haiti,Maize,2007,7803,1440,27.85,27.47,39,1
Haiti,Potatoes,2007,131818,1440,27.85,27.47,39,2
Haiti,Sorghum,2007,8696,1440,27.85,27.47,39,3
Haiti,Sweet potatoes,2007,30014,1440,27.85,27.47,39,5
Haiti,Yams,2007,54762,1440,27.85,27.47,39,7
Haiti,Cassava,2008,43939,1440,27.85,27.08,39,0
Haiti,Maize,2008,7807,1440,27.85,27.08,39,1
Haiti,Potatoes,2008,130435,1440,27.85,27.08,39,2
Haiti,Sorghum,2008,8696,1440,27.85,27.08,39,3
Haiti,Sweet potatoes,2008,30026,1440,27.85,27.08,39,5
Haiti,Yams,2008,54651,1440,27.85,27.08,39,7
Haiti,Cassava,2009,44173,1440,27.85,27.35,39,0
Haiti,Maize,2009,8013,1440,27.85,27.35,39,1
Haiti,Potatoes,2009,125000,1440,27.85,27.35,39,2
Haiti,Sorghum,2009,10125,1440,27.85,27.35,39,3
Haiti,Sweet potatoes,2009,39258,1440,27.85,27.35,39,5
Haiti,Yams,2009,64220,1440,27.85,27.35,39,7
Haiti,Cassava,2010,44629,1440,27.85,27.19,39,0
Haiti,Maize,2010,8045,1440,27.85,27.19,39,1
Haiti,Potatoes,2010,121373,1440,27.85,27.19,39,2
Haiti,Sorghum,2010,9161,1440,27.85,27.19,39,3
Haiti,Sweet potatoes,2010,45841,1440,27.85,27.19,39,5
Haiti,Yams,2010,69948,1440,27.85,27.19,39,7
Haiti,Cassava,2011,44502,1440,27.85,27.1,39,0
Haiti,Maize,2011,8103,1440,27.85,27.1,39,1
Haiti,Potatoes,2011,126448,1440,27.85,27.1,39,2
Haiti,Sorghum,2011,9035,1440,27.85,27.1,39,3
Haiti,Sweet potatoes,2011,51166,1440,27.85,27.1,39,5
Haiti,Yams,2011,74540,1440,27.85,27.1,39,7
Haiti,Cassava,2012,44590,1440,27.85,27.2,39,0
Haiti,Maize,2012,8168,1440,27.85,27.2,39,1
Haiti,Potatoes,2012,127191,1440,27.85,27.2,39,2
Haiti,Sorghum,2012,8939,1440,27.85,27.2,39,3
Haiti,Sweet potatoes,2012,56801,1440,27.85,27.2,39,5
Haiti,Yams,2012,79363,1440,27.85,27.2,39,7
Haiti,Cassava,2013,44678,1440,27.85,27.2,39,0
Haiti,Maize,2013,8545,1440,27.85,27.2,39,1
Haiti,Potatoes,2013,127142,1440,27.85,27.2,39,2
Haiti,Sorghum,2013,8529,1440,27.85,27.2,39,3
Haiti,Sweet potatoes,2013,90938,1440,27.85,27.2,39,5
Haiti,Yams,2013,110560,1440,27.85,27.2,39,7
Honduras,Cassava,1990,79680,1976,9880.07,24.53,40,0
Honduras,Maize,1990,15188,1976,9880.07,24.53,40,1
Honduras,Potatoes,1990,113100,1976,9880.07,24.53,40,2
Honduras,Sorghum,1990,10182,1976,9880.07,24.53,40,3
Honduras,Sweet potatoes,1990,64286,1976,9880.07,24.53,40,5
Honduras,Wheat,1990,5769,1976,9880.07,24.53,40,6
Honduras,Cassava,1991,76776,1976,6289.7,24.61,40,0
Honduras,Maize,1991,13185,1976,6289.7,24.61,40,1
Honduras,Potatoes,1991,126721,1976,6289.7,24.61,40,2
Honduras,Sorghum,1991,9586,1976,6289.7,24.61,40,3
Honduras,Sweet potatoes,1991,65517,1976,6289.7,24.61,40,5
Honduras,Wheat,1991,5797,1976,6289.7,24.61,40,6
Honduras,Cassava,1992,77191,1976,9904.59,24.77,40,0
Honduras,Maize,1992,12942,1976,9904.59,24.77,40,1
Honduras,Potatoes,1992,168751,1976,9904.59,24.77,40,2
Honduras,Sorghum,1992,12883,1976,9904.59,24.77,40,3
Honduras,Sweet potatoes,1992,64667,1976,9904.59,24.77,40,5
Honduras,Wheat,1992,5926,1976,9904.59,24.77,40,6
Honduras,Cassava,1993,70729,1976,6768,24.58,40,0
Honduras,Maize,1993,13694,1976,6768,24.58,40,1
Honduras,Potatoes,1993,114676,1976,6768,24.58,40,2
Honduras,Sorghum,1993,9183,1976,6768,24.58,40,3
Honduras,Soybeans,1993,19227,1976,6768,24.58,40,4
Honduras,Sweet potatoes,1993,64516,1976,6768,24.58,40,5
Honduras,Wheat,1993,5808,1976,6768,24.58,40,6
Honduras,Cassava,1994,67304,1976,3160.91,24.87,40,0
Honduras,Maize,1994,13837,1976,3160.91,24.87,40,1
Honduras,Potatoes,1994,107494,1976,3160.91,24.87,40,2
Honduras,Sorghum,1994,6953,1976,3160.91,24.87,40,3
Honduras,Soybeans,1994,19780,1976,3160.91,24.87,40,4
Honduras,Sweet potatoes,1994,64327,1976,3160.91,24.87,40,5
Honduras,Wheat,1994,6071,1976,3160.91,24.87,40,6
Honduras,Cassava,1995,61251,1976,7800,24.95,40,0
Honduras,Maize,1995,16396,1976,7800,24.95,40,1
Honduras,Potatoes,1995,108075,1976,7800,24.95,40,2
Honduras,Sorghum,1995,8281,1976,7800,24.95,40,3
Honduras,Soybeans,1995,20000,1976,7800,24.95,40,4
Honduras,Sweet potatoes,1995,64221,1976,7800,24.95,40,5
Honduras,Wheat,1995,5940,1976,7800,24.95,40,6
Honduras,Cassava,1996,56912,1976,6464,24.39,40,0
Honduras,Maize,1996,16180,1976,6464,24.39,40,1
Honduras,Potatoes,1996,128591,1976,6464,24.39,40,2
Honduras,Sorghum,1996,11612,1976,6464,24.39,40,3
Honduras,Soybeans,1996,20000,1976,6464,24.39,40,4
Honduras,Sweet potatoes,1996,64106,1976,6464,24.39,40,5
Honduras,Wheat,1996,5999,1976,6464,24.39,40,6
Honduras,Cassava,1997,50689,1976,6980,25.03,40,0
Honduras,Maize,1997,15591,1976,6980,25.03,40,1
Honduras,Potatoes,1997,132505,1976,6980,25.03,40,2
Honduras,Sorghum,1997,13079,1976,6980,25.03,40,3
Honduras,Soybeans,1997,20000,1976,6980,25.03,40,4
Honduras,Sweet potatoes,1997,64006,1976,6980,25.03,40,5
Honduras,Wheat,1997,6667,1976,6980,25.03,40,6
Honduras,Cassava,1998,47145,1976,3495,25.37,40,0
Honduras,Maize,1998,10557,1976,3495,25.37,40,1
Honduras,Potatoes,1998,129694,1976,3495,25.37,40,2
Honduras,Sorghum,1998,10970,1976,3495,25.37,40,3
Honduras,Soybeans,1998,21429,1976,3495,25.37,40,4
Honduras,Sweet potatoes,1998,63915,1976,3495,25.37,40,5
Honduras,Wheat,1998,5000,1976,3495,25.37,40,6
Honduras,Cassava,1999,40120,1976,2387,24.41,40,0
Honduras,Maize,1999,12249,1976,2387,24.41,40,1
Honduras,Potatoes,1999,105190,1976,2387,24.41,40,2
Honduras,Sorghum,1999,8597,1976,2387,24.41,40,3
Honduras,Soybeans,1999,21429,1976,2387,24.41,40,4
Honduras,Sweet potatoes,1999,63402,1976,2387,24.41,40,5
Honduras,Wheat,1999,4750,1976,2387,24.41,40,6
Honduras,Cassava,2000,39900,1976,4376,24.43,40,0
Honduras,Maize,2000,14360,1976,4376,24.43,40,1
Honduras,Potatoes,2000,163204,1976,4376,24.43,40,2
Honduras,Sorghum,2000,9708,1976,4376,24.43,40,3
Honduras,Soybeans,2000,20000,1976,4376,24.43,40,4
Honduras,Sweet potatoes,2000,63499,1976,4376,24.43,40,5
Honduras,Wheat,2000,5258,1976,4376,24.43,40,6
Honduras,Cassava,2001,39716,1976,1141,24.4,40,0
Honduras,Maize,2001,14992,1976,1141,24.4,40,1
Honduras,Potatoes,2001,170700,1976,1141,24.4,40,2
Honduras,Sorghum,2001,11104,1976,1141,24.4,40,3
Honduras,Soybeans,2001,18750,1976,1141,24.4,40,4
Honduras,Sweet potatoes,2001,63626,1976,1141,24.4,40,5
Honduras,Wheat,2001,5305,1976,1141,24.4,40,6
Honduras,Cassava,2002,34738,1976,1772.3,24.61,40,0
Honduras,Maize,2002,13655,1976,1772.3,24.61,40,1
Honduras,Potatoes,2002,165543,1976,1772.3,24.61,40,2
Honduras,Sorghum,2002,11508,1976,1772.3,24.61,40,3
Honduras,Soybeans,2002,19516,1976,1772.3,24.61,40,4
Honduras,Sweet potatoes,2002,62000,1976,1772.3,24.61,40,5
Honduras,Wheat,2002,5309,1976,1772.3,24.61,40,6
Honduras,Cassava,2004,38661,1976,3034.91,24.68,40,0
Honduras,Maize,2004,13855,1976,3034.91,24.68,40,1
Honduras,Potatoes,2004,172745,1976,3034.91,24.68,40,2
Honduras,Sorghum,2004,11509,1976,3034.91,24.68,40,3
Honduras,Soybeans,2004,20787,1976,3034.91,24.68,40,4
Honduras,Sweet potatoes,2004,63462,1976,3034.91,24.68,40,5
Honduras,Wheat,2004,5287,1976,3034.91,24.68,40,6
Honduras,Cassava,2005,40000,1976,3666.21,24.77,40,0
Honduras,Maize,2005,15387,1976,3666.21,24.77,40,1
Honduras,Potatoes,2005,161908,1976,3666.21,24.77,40,2
Honduras,Sorghum,2005,11492,1976,3666.21,24.77,40,3
Honduras,Soybeans,2005,21122,1976,3666.21,24.77,40,4
Honduras,Sweet potatoes,2005,64151,1976,3666.21,24.77,40,5
Honduras,Wheat,2005,5327,1976,3666.21,24.77,40,6
Honduras,Cassava,2006,40196,1976,4297.51,24.88,40,0
Honduras,Maize,2006,15394,1976,4297.51,24.88,40,1
Honduras,Potatoes,2006,162963,1976,4297.51,24.88,40,2
Honduras,Sorghum,2006,11500,1976,4297.51,24.88,40,3
Honduras,Soybeans,2006,21333,1976,4297.51,24.88,40,4
Honduras,Sweet potatoes,2006,64286,1976,4297.51,24.88,40,5
Honduras,Wheat,2006,5367,1976,4297.51,24.88,40,6
Honduras,Cassava,2007,51254,1976,5283.93,24.55,40,0
Honduras,Maize,2007,16922,1976,5283.93,24.55,40,1
Honduras,Potatoes,2007,181923,1976,5283.93,24.55,40,2
Honduras,Sorghum,2007,11496,1976,5283.93,24.55,40,3
Honduras,Soybeans,2007,20824,1976,5283.93,24.55,40,4
Honduras,Sweet potatoes,2007,64754,1976,5283.93,24.55,40,5
Honduras,Wheat,2007,5409,1976,5283.93,24.55,40,6
Honduras,Cassava,2008,57405,1976,5130.42,24.25,40,0
Honduras,Maize,2008,16885,1976,5130.42,24.25,40,1
Honduras,Potatoes,2008,210827,1976,5130.42,24.25,40,2
Honduras,Sorghum,2008,11500,1976,5130.42,24.25,40,3
Honduras,Soybeans,2008,20598,1976,5130.42,24.25,40,4
Honduras,Sweet potatoes,2008,64286,1976,5130.42,24.25,40,5
Honduras,Wheat,2008,5452,1976,5130.42,24.25,40,6
Honduras,Cassava,2009,65876,1976,4344.36,24.77,40,0
Honduras,Maize,2009,17503,1976,4344.36,24.77,40,1
Honduras,Potatoes,2009,166654,1976,4344.36,24.77,40,2
Honduras,Sorghum,2009,11492,1976,4344.36,24.77,40,3
Honduras,Soybeans,2009,20687,1976,4344.36,24.77,40,4
Honduras,Sweet potatoes,2009,64220,1976,4344.36,24.77,40,5
Honduras,Wheat,2009,5750,1976,4344.36,24.77,40,6
Honduras,Cassava,2010,63483,1976,5736.63,24.49,40,0
Honduras,Maize,2010,16504,1976,5736.63,24.49,40,1
Honduras,Potatoes,2010,146252,1976,5736.63,24.49,40,2
Honduras,Sorghum,2010,10442,1976,5736.63,24.49,40,3
Honduras,Soybeans,2010,20753,1976,5736.63,24.49,40,4
Honduras,Sweet potatoes,2010,63916,1976,5736.63,24.49,40,5
Honduras,Wheat,2010,5524,1976,5736.63,24.49,40,6
Honduras,Cassava,2011,77259,1976,6324.41,24.63,40,0
Honduras,Maize,2011,16593,1976,6324.41,24.63,40,1
Honduras,Potatoes,2011,159629,1976,6324.41,24.63,40,2
Honduras,Sorghum,2011,12477,1976,6324.41,24.63,40,3
Honduras,Soybeans,2011,20819,1976,6324.41,24.63,40,4
Honduras,Sweet potatoes,2011,64000,1976,6324.41,24.63,40,5
Honduras,Wheat,2011,5445,1976,6324.41,24.63,40,6
Honduras,Cassava,2012,70134,1976,7194.91,24.47,40,0
Honduras,Maize,2012,15795,1976,7194.91,24.47,40,1
Honduras,Potatoes,2012,142073,1976,7194.91,24.47,40,2
Honduras,Sorghum,2012,12333,1976,7194.91,24.47,40,3
Honduras,Soybeans,2012,20884,1976,7194.91,24.47,40,4
Honduras,Sweet potatoes,2012,62500,1976,7194.91,24.47,40,5
Honduras,Wheat,2012,5517,1976,7194.91,24.47,40,6
Honduras,Cassava,2013,76637,1976,7194.91,24.86,40,0
Honduras,Maize,2013,16214,1976,7194.91,24.86,40,1
Honduras,Potatoes,2013,163465,1976,7194.91,24.86,40,2
Honduras,Sorghum,2013,11980,1976,7194.91,24.86,40,3
Honduras,Soybeans,2013,20950,1976,7194.91,24.86,40,4
Honduras,Sweet potatoes,2013,62500,1976,7194.91,24.86,40,5
Honduras,Wheat,2013,5528,1976,7194.91,24.86,40,6
Hungary,Maize,1990,41577,589,12756,10.96,41,1
Hungary,Potatoes,1990,170773,589,12756,10.96,41,2
Hungary,Sorghum,1990,21466,589,12756,10.96,41,3
Hungary,Soybeans,1990,12853,589,12756,10.96,41,4
Hungary,Wheat,1990,50771,589,12756,10.96,41,6
Hungary,Maize,1991,67100,589,8069,9.66,41,1
Hungary,Potatoes,1991,144746,589,8069,9.66,41,2
Hungary,Sorghum,1991,33200,589,8069,9.66,41,3
Hungary,Soybeans,1991,23002,589,8069,9.66,41,4
Hungary,Wheat,1991,51900,589,8069,9.66,41,6
Hungary,Maize,1992,36501,589,5777,11.01,41,1
Hungary,Potatoes,1992,168500,589,5777,11.01,41,2
Hungary,Sorghum,1992,17800,589,5777,11.01,41,3
Hungary,Soybeans,1992,14300,589,5777,11.01,41,4
Hungary,Wheat,1992,40700,589,5777,11.01,41,6
Hungary,Maize,1993,35000,589,10197,10.22,41,1
Hungary,Potatoes,1993,133100,589,10197,10.22,41,2
Hungary,Sorghum,1993,16971,589,10197,10.22,41,3
Hungary,Soybeans,1993,17175,589,10197,10.22,41,4
Hungary,Wheat,1993,30649,589,10197,10.22,41,6
Hungary,Maize,1994,38500,589,9574,11.58,41,1
Hungary,Potatoes,1994,127672,589,9574,11.58,41,2
Hungary,Sorghum,1994,17974,589,9574,11.58,41,3
Hungary,Soybeans,1994,18431,589,9574,11.58,41,4
Hungary,Wheat,1994,46033,589,9574,11.58,41,6
Hungary,Maize,1995,45295,589,7715,10.34,41,1
Hungary,Potatoes,1995,157750,589,7715,10.34,41,2
Hungary,Sorghum,1995,16697,589,7715,10.34,41,3
Hungary,Soybeans,1995,18500,589,7715,10.34,41,4
Hungary,Wheat,1995,41644,589,7715,10.34,41,6
Hungary,Maize,1996,56867,589,6946,9.44,41,1
Hungary,Potatoes,1996,212007,589,6946,9.44,41,2
Hungary,Sorghum,1996,19934,589,6946,9.44,41,3
Hungary,Soybeans,1996,21669,589,6946,9.44,41,4
Hungary,Wheat,1996,32780,589,6946,9.44,41,6
Hungary,Maize,1997,64480,589,4445,9.89,41,1
